OWNX,"Nevertheless , for consistency of terminology , we keep the term predictor"
MISC,It might be surprising to discover that in general the cumulative loss is still exponential
OWNX,"On the other hand , we will give mild conditions on the prior guaranteeing a small bound"
MISC,"Moreover , it is well - known that the instantaneous square loss of the Maximum Likelihood estimator decays as   SYMBOL   in the Bernoulli case"
MISC,"The same holds for MDL , as we will see"
MISC,"If convergence speed is measured in terms of instantaneous losses , then much more general statements are possible   CITATION , this is briefly discussed in Section"
MISC,A particular motivation to consider discrete model classes arises in Algorithmic Information Theory
MISC,"From a computational point of view , the largest relevant model class is the class of all computable models on some fixed universal Turing machine , precisely prefix machine   CITATION"
MISC,"Thus each model corresponds to a program , and there are countably many programs"
MISC,"Moreover , the models are stochastic , precisely they are   semimeasures   on strings ( programs need not halt , otherwise the models were even measures )"
MISC,"Each model has a natural description length , namely the length of the corresponding program"
MISC,"If we agree that programs are binary strings , then a prior is defined by two to the negative description length"
MISC,"By the Kraft inequality , the priors sum up to at most one"
MISC,Also the Bernoulli case can be studied in the view of Algorithmic Information Theory
MISC,"We call this the   universal setup : Given a universal Turing machine , the related class of Bernoulli distributions is isomorphic to the countable set of computable reals in   SYMBOL"
MISC,The description length   SYMBOL   of a parameter   SYMBOL   is then given by the length of its shortest program
MISC,A prior weight may then be defined by   SYMBOL
MISC,"If a string   SYMBOL   is generated by a Bernoulli distribution with computable parameter   SYMBOL , then with high probability the two - part complexity of   SYMBOL   with respect to the Bernoulli class does not exceed its algorithmic complexity by more than a constant , as shown by Vovk   CITATION"
MISC,"That is , the two - part complexity with respect to the Bernoulli class   is   the shortest description , save for an additive constant"
MISC,Many Machine Learning tasks are or can be reduced to sequence prediction tasks
MISC,An important example is classification
MISC,"The task of classifying a new instance   SYMBOL   after having seen ( instance , class ) pairs   SYMBOL   can be phrased as to predict the continuation of the sequence   SYMBOL"
MISC,"Typically the ( instance , class ) pairs are iid"
MISC,Cumulative loss bounds for prediction usually generalize to prediction   conditionalized   to some inputs   CITATION
MISC,Then we can solve classification problems in the standard form
OWNX,It is not obvious if and how the proofs in this paper can be conditionalized
OWNX,Our main tool for obtaining results is the Kullback - Leibler divergence
OWNX,Lemmata for this quantity are stated in Section
OWNX,Section   shows that the exponential error bound obtained in   CITATION   is sharp in general
OWNX,"In Section , we give an upper bound on the instantaneous and the cumulative losses"
OWNX,"The latter bound is small eg under certain conditions on the distribution of the weights , this is the subject of Section"
OWNX,Section   treats the universal setup
OWNX,"Finally , in Section   we discuss the results and give conclusions"
MISC,"# # # abstract # # # 
 	 The Minimum Description Length principle for online sequence estimation / prediction in a proper learning setup is studied"
MISC,"If the underlying model class is discrete , then the total expected square loss is a particularly interesting performance measure : ( a ) this quantity is finitely bounded , implying convergence with probability one , and ( b ) it additionally specifies the convergence speed"
MISC,"For MDL , in general one can only have loss bounds which are finite but exponentially larger than those for Bayes mixtures"
AIMX,We show that this is even the case if the model class contains only Bernoulli distributions
OWNX,We derive a new upper bound on the prediction error for countable Bernoulli classes
OWNX,This implies a small bound ( comparable to the one for Bayes mixtures ) for certain important model classes
OWNX,"We discuss the application to Machine Learning tasks such as classification and hypothesis testing , and generalization to countable classes of iid models 
 # # # introduction # # #"
MISC,"` ` Bayes mixture "" , ` ` Solomonoff induction "" , ` ` marginalization "" , all these terms refer to a central induction principle : Obtain a predictive distribution by integrating the product of prior and evidence over the model class"
CONT,"In many cases however , the Bayes mixture is computationally infeasible , and even a sophisticated approximation is expensive"
MISC,The MDL or MAP ( maximum a posteriori ) estimator is both a common approximation for the Bayes mixture and interesting for its own sake : Use the model with the largest product of prior and evidence
MISC,"In practice , the MDL estimator is usually being approximated too , since only a local maximum is determined"
MISC,How good are the predictions by Bayes mixtures and MDL
MISC,This question has attracted much attention
MISC,"In many cases , an important quality measure is the   total   or cumulative   expected loss   of a predictor"
MISC,In particular the square loss is often considered
MISC,"Assume that the outcome space is finite , and the model class is continuously parameterized"
MISC,"Then for Bayes mixture prediction , the cumulative expected square loss is usually small but unbounded , growing with   SYMBOL , where   SYMBOL   is the sample size   CITATION"
MISC,This corresponds to an   instantaneous   loss bound of   SYMBOL
MISC,"For the MDL predictor , the losses behave similarly   CITATION   under appropriate conditions , in particular with a specific prior"
MISC,"Note that in order to do MDL for continuous model classes , one needs to   discretize   the parameter space , see also   CITATION"
MISC,"On the other hand , if the model class is discrete , then Solomonoff 's theorem   CITATION   bounds the cumulative expected square loss for the Bayes mixture predictions finitely , namely by   SYMBOL , where   SYMBOL   is the prior weight of the ` ` true "" model   SYMBOL"
MISC,"The only necessary assumption is that the true distribution   SYMBOL   is contained in the model class , ie that we are dealing with   proper learning"
MISC,"It has been demonstrated   CITATION , that for both Bayes mixture and MDL , the proper learning assumption can be essential : If it is violated , then learning may fail very badly"
MISC,"For MDL predictions in the proper learning case , it has been shown   CITATION   that a bound of   SYMBOL   holds"
MISC,"This bound is exponentially larger than the Solomonoff bound , and it is sharp in general"
MISC,A finite bound on the total expected square loss is particularly interesting :    It implies convergence of the predictive to the true probabilities with probability one
MISC,"In contrast , an instantaneous loss bound of   SYMBOL   implies only convergence in probability"
MISC,"Additionally , it gives a   convergence speed , in the sense that errors of a certain magnitude can not occur too often"
MISC,"So for both , Bayes mixtures and MDL , convergence with probability one holds , while the convergence speed is exponentially worse for MDL compared to the Bayes mixture"
MISC,"We avoid the term ` ` convergence rate "" here , since the order of convergence is identical in both cases"
MISC,"It is eg   SYMBOL   if we additionally assume that the error is monotonically decreasing , which is not necessarily true in general )"
MISC,It is therefore natural to ask if there are model classes where the cumulative loss of MDL is comparable to that of Bayes mixture predictions
AIMX,"In the present work , we concentrate on the simplest possible stochastic case , namely discrete Bernoulli classes"
OWNX,"Note that then the MDL ` ` predictor "" just becomes an estimator , in that it estimates the true parameter and directly uses that for prediction"
OWNX,"Nevertheless , for consistency of terminology , we keep the term predictor"
OWNX,It might be surprising to discover that in general the cumulative loss is still exponential
OWNX,"On the other hand , we will give mild conditions on the prior guaranteeing a small bound"
MISC,"Moreover , it is well - known that the instantaneous square loss of the Maximum Likelihood estimator decays as   SYMBOL   in the Bernoulli case"
MISC,"The same holds for MDL , as we will see"
MISC,"If convergence speed is measured in terms of instantaneous losses , then much more general statements are possible   CITATION , this is briefly discussed in Section"
MISC,A particular motivation to consider discrete model classes arises in Algorithmic Information Theory
MISC,"From a computational point of view , the largest relevant model class is the class of all computable models on some fixed universal Turing machine , precisely prefix machine   CITATION"
MISC,"Thus each model corresponds to a program , and there are countably many programs"
MISC,"Moreover , the models are stochastic , precisely they are   semimeasures   on strings ( programs need not halt , otherwise the models were even measures )"
MISC,"Each model has a natural description length , namely the length of the corresponding program"
MISC,"If we agree that programs are binary strings , then a prior is defined by two to the negative description length"
MISC,"By the Kraft inequality , the priors sum up to at most one"
MISC,Also the Bernoulli case can be studied in the view of Algorithmic Information Theory
MISC,"We call this the   universal setup : Given a universal Turing machine , the related class of Bernoulli distributions is isomorphic to the countable set of computable reals in   SYMBOL"
MISC,The description length   SYMBOL   of a parameter   SYMBOL   is then given by the length of its shortest program
MISC,A prior weight may then be defined by   SYMBOL
MISC,"If a string   SYMBOL   is generated by a Bernoulli distribution with computable parameter   SYMBOL , then with high probability the two - part complexity of   SYMBOL   with respect to the Bernoulli class does not exceed its algorithmic complexity by more than a constant , as shown by Vovk   CITATION"
MISC,"That is , the two - part complexity with respect to the Bernoulli class   is   the shortest description , save for an additive constant"
MISC,Many Machine Learning tasks are or can be reduced to sequence prediction tasks
MISC,An important example is classification
MISC,"The task of classifying a new instance   SYMBOL   after having seen ( instance , class ) pairs   SYMBOL   can be phrased as to predict the continuation of the sequence   SYMBOL"
MISC,"Typically the ( instance , class ) pairs are iid"
MISC,Cumulative loss bounds for prediction usually generalize to prediction   conditionalized   to some inputs   CITATION
MISC,Then we can solve classification problems in the standard form
OWNX,It is not obvious if and how the proofs in this paper can be conditionalized
OWNX,Our main tool for obtaining results is the Kullback - Leibler divergence
OWNX,Lemmata for this quantity are stated in Section
OWNX,Section   shows that the exponential error bound obtained in   CITATION   is sharp in general
OWNX,"In Section , we give an upper bound on the instantaneous and the cumulative losses"
OWNX,"The latter bound is small eg under certain conditions on the distribution of the weights , this is the subject of Section"
OWNX,Section   treats the universal setup
OWNX,"Finally , in Section   we discuss the results and give conclusions"
OWNX,"# # # abstract # # # 
 The Minimum Description Length principle for online sequence estimation / prediction in a proper learning setup is studied"
MISC,"If the underlying model class is discrete , then the total expected square loss is a particularly interesting performance measure : ( a ) this quantity is finitely bounded , implying convergence with probability one , and ( b ) it additionally specifies the convergence speed"
MISC,"For MDL , in general one can only have loss bounds which are finite but exponentially larger than those for Bayes mixtures"
AIMX,We show that this is even the case if the model class contains only Bernoulli distributions
OWNX,We derive a new upper bound on the prediction error for countable Bernoulli classes
OWNX,This implies a small bound ( comparable to the one for Bayes mixtures ) for certain important model classes
OWNX,"We discuss the application to Machine Learning tasks such as classification and hypothesis testing , and generalization to countable classes of iid models 
 # # # introduction # # #"
MISC,"` ` Bayes mixture "" , ` ` Solomonoff induction "" , ` ` marginalization "" , all these terms refer to a central induction principle : Obtain a predictive distribution by integrating the product of prior and evidence over the model class"
MISC,"In many cases however , the Bayes mixture is computationally infeasible , and even a sophisticated approximation is expensive"
MISC,The MDL or MAP ( maximum a posteriori ) estimator is both a common approximation for the Bayes mixture and interesting for its own sake : Use the model with the largest product of prior and evidence
MISC,"In practice , the MDL estimator is usually being approximated too , since only a local maximum is determined"
MISC,How good are the predictions by Bayes mixtures and MDL
MISC,This question has attracted much attention
MISC,"In many cases , an important quality measure is the   total   or cumulative   expected loss   of a predictor"
MISC,In particular the square loss is often considered
MISC,"Assume that the outcome space is finite , and the model class is continuously parameterized"
MISC,"Then for Bayes mixture prediction , the cumulative expected square loss is usually small but unbounded , growing with   SYMBOL , where   SYMBOL   is the sample size   CITATION"
MISC,This corresponds to an   instantaneous   loss bound of   SYMBOL
MISC,"For the MDL predictor , the losses behave similarly   CITATION   under appropriate conditions , in particular with a specific prior"
MISC,"Note that in order to do MDL for continuous model classes , one needs to   discretize   the parameter space , see also   CITATION"
MISC,"On the other hand , if the model class is discrete , then Solomonoff 's theorem   CITATION   bounds the cumulative expected square loss for the Bayes mixture predictions finitely , namely by   SYMBOL , where   SYMBOL   is the prior weight of the ` ` true "" model   SYMBOL"
MISC,"The only necessary assumption is that the true distribution   SYMBOL   is contained in the model class , ie that we are dealing with   proper learning"
MISC,"It has been demonstrated   CITATION , that for both Bayes mixture and MDL , the proper learning assumption can be essential : If it is violated , then learning may fail very badly"
MISC,"For MDL predictions in the proper learning case , it has been shown   CITATION   that a bound of   SYMBOL   holds"
MISC,"This bound is exponentially larger than the Solomonoff bound , and it is sharp in general"
MISC,A finite bound on the total expected square loss is particularly interesting :    It implies convergence of the predictive to the true probabilities with probability one
MISC,"In contrast , an instantaneous loss bound of   SYMBOL   implies only convergence in probability"
MISC,"Additionally , it gives a   convergence speed , in the sense that errors of a certain magnitude can not occur too often"
MISC,"So for both , Bayes mixtures and MDL , convergence with probability one holds , while the convergence speed is exponentially worse for MDL compared to the Bayes mixture"
MISC,"We avoid the term ` ` convergence rate "" here , since the order of convergence is identical in both cases"
MISC,"It is eg   SYMBOL   if we additionally assume that the error is monotonically decreasing , which is not necessarily true in general"
MISC,It is therefore natural to ask if there are model classes where the cumulative loss of MDL is comparable to that of Bayes mixture predictions
AIMX,"In the present work , we concentrate on the simplest possible stochastic case , namely discrete Bernoulli classes"
OWNX,"Note that then the MDL ` ` predictor "" just becomes an estimator , in that it estimates the true parameter and directly uses that for prediction"
OWNX,"Nevertheless , for consistency of terminology , we keep the term predictor"
OWNX,It might be surprising to discover that in general the cumulative loss is still exponential
OWNX,"On the other hand , we will give mild conditions on the prior guaranteeing a small bound"
MISC,"Moreover , it is well - known that the instantaneous square loss of the Maximum Likelihood estimator decays as   SYMBOL   in the Bernoulli case"
OWNX,"The same holds for MDL , as we will see"
OWNX,"If convergence speed is measured in terms of instantaneous losses , then much more general statements are possible   CITATION , this is briefly discussed in Section"
MISC,A particular motivation to consider discrete model classes arises in Algorithmic Information Theory
MISC,"From a computational point of view , the largest relevant model class is the class of all computable models on some fixed universal Turing machine , precisely prefix machine   CITATION"
MISC,"Thus each model corresponds to a program , and there are countably many programs"
MISC,"Moreover , the models are stochastic , precisely they are   semimeasures   on strings ( programs need not halt , otherwise the models were even measures )"
MISC,"Each model has a natural description length , namely the length of the corresponding program"
MISC,"If we agree that programs are binary strings , then a prior is defined by two to the negative description length"
MISC,"By the Kraft inequality , the priors sum up to at most one"
MISC,Also the Bernoulli case can be studied in the view of Algorithmic Information Theory
MISC,"We call this the   universal setup : Given a universal Turing machine , the related class of Bernoulli distributions is isomorphic to the countable set of computable reals in   SYMBOL"
MISC,The description length   SYMBOL   of a parameter   SYMBOL   is then given by the length of its shortest program
MISC,A prior weight may then be defined by   SYMBOL
MISC,"If a string   SYMBOL   is generated by a Bernoulli distribution with computable parameter   SYMBOL , then with high probability the two - part complexity of   SYMBOL   with respect to the Bernoulli class does not exceed its algorithmic complexity by more than a constant , as shown by Vovk   CITATION"
MISC,"That is , the two - part complexity with respect to the Bernoulli class   is   the shortest description , save for an additive constant"
MISC,Many Machine Learning tasks are or can be reduced to sequence prediction tasks
MISC,An important example is classification
MISC,"The task of classifying a new instance   SYMBOL   after having seen ( instance , class ) pairs   SYMBOL   can be phrased as to predict the continuation of the sequence   SYMBOL"
MISC,"Typically the ( instance , class ) pairs are iid"
MISC,Cumulative loss bounds for prediction usually generalize to prediction   conditionalized   to some inputs   CITATION
OWNX,Then we can solve classification problems in the standard form
OWNX,It is not obvious if and how the proofs in this paper can be conditionalized
OWNX,Our main tool for obtaining results is the Kullback - Leibler divergence
OWNX,Lemmata for this quantity are stated in Section
OWNX,Section   shows that the exponential error bound obtained in   CITATION   is sharp in general
OWNX,"In Section , we give an upper bound on the instantaneous and the cumulative losses"
OWNX,"The latter bound is small eg under certain conditions on the distribution of the weights , this is the subject of Section"
OWNX,Section   treats the universal setup
OWNX,"Finally , in Section   we discuss the results and give conclusions"
MISC,"# # # abstract # # # 
 	 although the internet as level topology has been extensively studied over the past few years   little is known about the details of the as taxonomy"
MISC,an as   node   can represent a wide variety of organizations   e g    large isp   or small private business   university   with vastly different network characteristics   external connectivity patterns   network growth tendencies   and other properties that we can hardly neglect while working on veracious internet representations in simulation environments
AIMX,in this paper   we introduce a radically new approach based on machine learning techniques to map all the ases in the internet into a natural as taxonomy
OWNX,we successfully classify   NUMBER    NUMBER   percent   of ases with expected accuracy of   NUMBER    NUMBER   percent
OWNX,we release to the community the as level topology dataset augmented with    NUMBER    the as taxonomy information and   NUMBER    the set of as attributes we used to classify ases
OWNX,"we believe that this dataset will serve as an invaluable addition to further understanding of the structure and evolution of the internet 
 # # # introduction # # #"
MISC,the rapid expansion of the internet in the last two decades has produced a large scale system of thousands of diverse   independently managed networks that collectively provide global connectivity across a wide spectrum of geopolitical environments
MISC,from   NUMBER   to   NUMBER   the number of globally routable as identifiers has increased from less than   NUMBER    NUMBER   to more than   NUMBER    NUMBER    exerting significant pressure on interdomain routing as well as other functional and structural parts of the internet
MISC,this impressive growth has resulted in a heterogenous and highly complex system that challenges accurate and realistic modeling of the internet infrastructure
MISC,in particular   the as level topology is an intermix of networks owned and operated by many different organizations   e g    backbone providers   regional providers   access providers   universities and private companies
MISC,statistical information that faithfully characterizes different as types is on the critical path toward understanding the structure of the internet   as well as for modeling its topology and growth
MISC,in topology modeling   knowledge of as types is mandatory for augmenting synthetically constructed or measured as topologies with realistic intra as and inter as router level topologies
MISC,for example   we expect the network of a dual homed university to be drastically different from that of a dual homed small company
MISC,the university will likely contain dozens of internal routers   thousands of hosts   and many other network elements   switches   servers   firewalls
MISC,on the other hand   the small company will most probably have a single router and a simple network topology
MISC,since there is such a diversity among different network types   we can not accurately augment the as level topology with appropriate router level topologies if we can not
MISC,characterize the composing ases
MISC,moreover   annotating the ases in the as topology with their types is a prerequisite for modeling the evolution of the internet   since different types of ases exhibit different growth patterns
MISC,for example   internet service providers   isp   grow by attracting new customers and by engaging in business agreements with other isps
MISC,on the other hand   small companies that connect to the internet through one or few isps do not grow significantly over time
MISC,thus   categorizing different types of ases in the internet is necessary to identify network evolution patterns and develop accurate evolution models
MISC,an as taxonomy is also necessary for mapping ip addresses to different types of users
MISC,for example   in traffic analysis studies its often required to distinguish between packets that come from home and business users
MISC,given an as taxonomy   its possible to realize this goal by checking the type of as that originates the prefix in which an ip address lies
AIMX,in this work   we introduce a radically new approach based on machine learning to construct a representative as taxonomy
OWNX,we develop an algorithm to classify ases based on empirically observed differences between as characteristics
OWNX,we use a large set of data from the internet routing registries   irr    CITATION   and from routeviews   CITATION   to identify intrinsic differences between ases of different types
AIMX,then   we employ a novel machine learning technique to build a classification algorithm that exploits these differences to classify ases into six representative classes that reflect ases with different network properties and infrastructures
OWNX,we derive macroscopic statistics on the different types of ases in the internet and validate our results using a sample of   NUMBER   manually identified as types
OWNX,our validation demonstrates that our classification algorithm achieves high accuracy    NUMBER    NUMBER   percent   of the examined classifications were correct
OWNX,finally   we make our results and our classifier publicly available to promote further research and understanding of the internet s structure and evolution
OWNX,in section   we start with a brief discussion of related work
OWNX,section   describes the data we used   and in section   we specify the set of as classes we use in our experiments
OWNX,section   introduces our classification approach and results
OWNX,we validate them in section   and conclude in section
MISC,"# # # abstract # # # 
 	 although the internet as level topology has been extensively studied over the past few years   little is known about the details of the as taxonomy"
MISC,an as   node   can represent a wide variety of organizations   e g    large isp   or small private business   university   with vastly different network characteristics   external connectivity patterns   network growth tendencies   and other properties that we can hardly neglect while working on veracious internet representations in simulation environments
AIMX,in this paper   we introduce a radically new approach based on machine learning techniques to map all the ases in the internet into a natural as taxonomy
OWNX,we successfully classify   NUMBER    NUMBER   percent   of ases with expected accuracy of   NUMBER    NUMBER   percent
OWNX,we release to the community the as level topology dataset augmented with    NUMBER    the as taxonomy information and   NUMBER    the set of as attributes we used to classify ases
OWNX,"we believe that this dataset will serve as an invaluable addition to further understanding of the structure and evolution of the internet 
 # # # introduction # # #"
MISC,the rapid expansion of the internet in the last two decades has produced a large scale system of thousands of diverse   independently managed networks that collectively provide global connectivity across a wide spectrum of geopolitical environments
MISC,from   NUMBER   to   NUMBER   the number of globally routable as identifiers has increased from less than   NUMBER    NUMBER   to more than   NUMBER    NUMBER    exerting significant pressure on interdomain routing as well as other functional and structural parts of the internet
MISC,this impressive growth has resulted in a heterogenous and highly complex system that challenges accurate and realistic modeling of the internet infrastructure
MISC,in particular   the as level topology is an intermix of networks owned and operated by many different organizations   e g    backbone providers   regional providers   access providers   universities and private companies
MISC,statistical information that faithfully characterizes different as types is on the critical path toward understanding the structure of the internet   as well as for modeling its topology and growth
MISC,in topology modeling   knowledge of as types is mandatory for augmenting synthetically constructed or measured as topologies with realistic intra as and inter as router level topologies
MISC,for example   we expect the network of a dual homed university to be drastically different from that of a dual homed small company
MISC,the university will likely contain dozens of internal routers   thousands of hosts   and many other network elements   switches   servers   firewalls
MISC,on the other hand   the small company will most probably have a single router and a simple network topology
MISC,since there is such a diversity among different network types   we can not accurately augment the as level topology with appropriate router level topologies if we can not characterize the composing ases
MISC,moreover   annotating the ases in the as topology with their types is a prerequisite for modeling the evolution of the internet   since different types of ases exhibit different growth patterns
MISC,for example   internet service providers   isp   grow by attracting new customers and by engaging in business agreements with other isps
MISC,on the other hand   small companies that connect to the internet through one or few isps do not grow significantly over time
MISC,thus   categorizing different types of ases in the internet is necessary to identify network evolution patterns and develop accurate evolution models
MISC,an as taxonomy is also necessary for mapping ip addresses to different types of users
MISC,for example   in traffic analysis studies its often required to distinguish between packets that come from home and business users
MISC,given an as taxonomy   its possible to realize this goal by checking the type of as that originates the prefix in which an ip address lies
AIMX,in this work   we introduce a radically new approach based on machine learning to construct a representative as taxonomy
AIMX,we develop an algorithm to classify ases based on empirically observed differences between as characteristics
OWNX,we use a large set of data from the internet routing registries   irr    CITATION   and from routeviews   CITATION   to identify intrinsic differences between ases of different types
OWNX,then   we employ a novel machine learning technique to build a classification algorithm that exploits these differences to classify ases into six representative classes that reflect ases with different network properties and infrastructures
OWNX,we derive macroscopic statistics on the different types of ases in the internet and validate our results using a sample of   NUMBER   manually identified as types
OWNX,our validation demonstrates that our classification algorithm achieves high accuracy    NUMBER    NUMBER   percent   of the examined classifications were correct
OWNX,finally   we make our results and our classifier publicly available to promote further research and understanding of the internet s structure and evolution
BASE,in section   we start with a brief discussion of related work
OWNX,section   describes the data we used   and in section   we specify the set of as classes we use in our experiments
OWNX,section   introduces our classification approach and results
OWNX,we validate them in section   and conclude in section
MISC,"# # # abstract # # # 
 Although the Internet AS - level topology has been extensively studied over the past few years , little is known about the details of the AS taxonomy"
MISC,"An AS "" node "" can represent a wide variety of organizations , e g , large ISP , or small private business , university , with vastly different network characteristics , external connectivity patterns , network growth tendencies , and other properties that we can hardly neglect while working on veracious Internet representations in simulation environments"
AIMX,"In this paper , we introduce a radically new approach based on machine learning techniques to map all the ASes in the Internet into a natural AS taxonomy"
OWNX,We successfully classify ~95.3\% of ASes with expected accuracy of ~78.1\%
OWNX,We release to the community the AS - level topology dataset augmented with : 1 ) the AS taxonomy information and 2 ) the set of AS attributes we used to classify ASes
OWNX,"We believe that this dataset will serve as an invaluable addition to further understanding of the structure and evolution of the Internet 
 # # # introduction # # #"
MISC,"The rapid expansion of the Internet in the last two decades has produced a large - scale system of thousands of diverse , independently managed networks that collectively provide global connectivity across a wide spectrum of geopolitical environments"
MISC,"From 1997 to 2005 the number of globally routable AS identifiers has increased from less than 2,000 to more than 20,000 , exerting significant pressure on interdomain routing as well as other functional and structural parts of the Internet"
MISC,This impressive growth has resulted in a heterogenous and highly complex system that challenges accurate and realistic modeling of the Internet infrastructure
MISC,"In particular , the AS - level topology is an intermix of networks owned and operated by many different organizations , e g , backbone providers , regional providers , access providers , universities and private companies"
MISC,"Statistical information that faithfully characterizes different AS types is on the critical path toward understanding the structure of the Internet , as well as for modeling its topology and growth"
MISC,"In topology modeling , knowledge of AS types is mandatory for augmenting synthetically constructed or measured AS topologies with realistic intra - AS and inter - AS router - level topologies"
MISC,"For example , we expect the network of a dual - homed university to be drastically different from that of a dual - homed small company"
MISC,"The university will likely contain dozens of internal routers , thousands of hosts , and many other network elements ( switches , servers , firewalls )"
MISC,"On the other hand , the small company will most probably have a single router and a simple network topology"
MISC,"Since there is such a diversity among different network types , we can not accurately augment the AS - level topology with appropriate router - level topologies if we can not characterize the composing ASes"
MISC,"Moreover , annotating the ASes in the AS topology with their types is a prerequisite for modeling the evolution of the Internet , since different types of ASes exhibit different growth patterns"
MISC,"For example , Internet Service Providers ( ISP ) grow by attracting new customers and by engaging in business agreements with other ISPs"
MISC,"On the other hand , small companies that connect to the Internet through one or few ISPs do not grow significantly over time"
MISC,"Thus , categorizing different types of ASes in the Internet is necessary to identify network evolution patterns and develop accurate evolution models"
MISC,An AS taxonomy is also necessary for mapping IP addresses to different types of users
MISC,"For example , in traffic analysis studies its often required to distinguish between packets that come from home and business users"
MISC,"Given an AS taxonomy , its possible to realize this goal by checking the type of AS that originates the prefix in which an IP address lies"
AIMX,"In this work , we introduce a radically new approach based on machine learning to construct a representative AS taxonomy"
OWNX,We develop an algorithm to classify ASes based on empirically observed differences between AS characteristics
BASE,We use a large set of data from the Internet Routing Registries~(IRR)~ CITATION   and from RouteViews~ CITATION   to identify intrinsic differences between ASes of different types
OWNX,"Then , we employ a novel machine learning technique to build a classification algorithm that exploits these differences to classify ASes into six representative classes that reflect ASes with different network properties and infrastructures"
OWNX,We derive macroscopic statistics on the different types of ASes in the Internet and validate our results using a sample of~1200 manually identified AS types
OWNX,Our validation demonstrates that our classification algorithm achieves high accuracy:~78 1\% of the examined classifications were correct
OWNX,"Finally , we make our results and our classifier publicly available to promote further research and understanding of the Internet 's structure and evolution"
OWNX,In Section~ we start with a brief discussion of related work
OWNX,"Section~ describes the data we used , and in Section~ we specify the set of AS classes we use in our experiments"
OWNX,Section~ introduces our classification approach and results
OWNX,We validate them in Section~ and conclude in Section~
AIMX,"# # # abstract # # # 
 	 in this paper we derive the equations for loop corrected belief propagation on a continuous variable gaussian model"
OWNX,using the exactness of the averages for belief propagation for gaussian models   a   different way of obtaining the covariances is found    based on belief propagation on cavity graphs
