Timestamp,CHP1Temp1(Deg C),CHP1Temp2(Deg C),CHP2Temp1(Deg C),CHP2Temp2(Deg C),CHP1Vib1(mm/s),CHP1Vib2(mm/s),CHP2Vib1(mm/s),CHP2Vib2(mm/s),Fault
3/10/2018 0:06,40.045611,38.860575,42.007009,40.31849,0.060209,0.059478,0.092532,0.106125,0
3/10/2018 0:06,40.048926,38.867022,42.020418,40.31899,0.07601,0.065123,0.088679,0.101945,0
3/10/2018 0:06,40.059855,38.870826,42.048063,40.322297,0.068212,0.068162,0.095586,0.11184,0
3/10/2018 0:06,40.076583,38.87033,42.066602,40.336034,0.063835,0.065853,0.087164,0.096367,0
3/10/2018 0:06,40.099437,38.876281,42.094247,40.358373,0.068651,0.062388,0.077489,0.10247,0
3/10/2018 0:07,40.126265,38.882067,42.125036,40.359697,0.070592,0.071363,0.087972,0.103099,0
3/10/2018 0:07,40.137362,38.88901,42.161123,40.365487,0.063161,0.057979,0.089071,0.106201,0
3/10/2018 0:07,40.152102,38.882563,42.192903,40.371114,0.065851,0.065738,0.078292,0.109064,0
3/10/2018 0:07,40.182078,38.889506,42.220384,40.383527,0.058222,0.056294,0.091247,0.096587,0
3/10/2018 0:07,40.194831,38.895125,42.246705,40.400239,0.066793,0.060893,0.085041,0.09163,0
3/10/2018 0:07,40.225634,38.89926,42.266401,40.38915,0.060057,0.059661,0.074256,0.09816,0
3/10/2018 0:08,40.246005,38.901904,42.29173,40.387994,0.062636,0.059517,0.088703,0.106181,0
3/10/2018 0:08,40.253291,38.905375,42.307622,40.392793,0.066542,0.061176,0.082271,0.101712,0
3/10/2018 0:08,40.265712,38.908519,42.332948,40.403879,0.069317,0.064352,0.092603,0.090261,0
3/10/2018 0:08,40.282439,38.912318,42.359765,40.39842,0.062352,0.06794,0.078432,0.103611,0
3/10/2018 0:08,40.292044,38.912318,42.384759,40.411821,0.070011,0.064617,0.088245,0.099742,0
3/10/2018 0:08,40.311587,38.921576,42.406114,40.399576,0.056612,0.060863,0.093369,0.101102,0
3/10/2018 0:09,40.333113,38.925216,42.432931,40.39908,0.054112,0.05884,0.08208,0.100261,0
3/10/2018 0:09,40.335765,38.927031,42.447,40.408346,0.060686,0.063964,0.082533,0.100524,0
3/10/2018 0:09,40.352656,38.93133,42.455942,40.403383,0.059932,0.055732,0.083867,0.103068,0
3/10/2018 0:09,40.377333,38.939265,42.469846,40.402887,0.070545,0.070474,0.094263,0.109601,0
3/10/2018 0:09,40.384951,38.933974,42.481599,40.410001,0.065459,0.065845,0.086098,0.10862,0
3/10/2018 0:09,40.396212,38.941912,42.495504,40.411821,0.075746,0.068796,0.091749,0.096944,0
3/10/2018 0:10,40.409793,38.951663,42.52596,40.436315,0.066776,0.066799,0.085288,0.108911,0
3/10/2018 0:10,40.417247,38.948191,42.543508,40.44227,0.069716,0.068557,0.084352,0.099785,0
3/10/2018 0:10,40.424533,38.94472,42.556421,40.379552,0.063668,0.05888,0.086181,0.091374,0
3/10/2018 0:10,40.438609,38.942241,42.581087,40.380876,0.063424,0.061303,0.082379,0.098812,0
3/10/2018 0:10,40.454345,38.945216,42.591348,40.374425,0.069113,0.067577,0.086878,0.111943,0
3/10/2018 0:11,40.477198,38.951995,42.604593,40.364164,0.062367,0.054707,0.084526,0.095633,0
3/10/2018 0:11,40.494422,38.946044,42.622468,40.357877,0.058256,0.054075,0.077483,0.097652,0
3/10/2018 0:11,40.494918,38.948855,42.632734,40.353574,0.076296,0.069543,0.085556,0.102659,0
3/10/2018 0:11,40.497237,38.949679,42.654416,40.348775,0.066858,0.067573,0.089494,0.097503,0
3/10/2018 0:11,40.509822,38.949515,42.661703,40.344804,0.060116,0.060214,0.085338,0.102376,0
3/10/2018 0:11,40.519927,38.956954,42.672296,40.338846,0.070702,0.058726,0.090896,0.102488,0
3/10/2018 0:12,40.53781,38.966212,42.691499,40.336198,0.069997,0.061037,0.08692,0.129082,0
3/10/2018 0:12,40.560168,38.962577,42.711198,40.340997,0.058926,0.068368,0.096513,0.107191,0
3/10/2018 0:12,40.573417,38.963897,42.725931,40.33653,0.065486,0.060432,0.085636,0.105854,0
3/10/2018 0:12,40.5918,38.963897,42.73586,40.341329,0.062296,0.059143,0.08444,0.099441,0
3/10/2018 0:12,40.60422,38.968856,42.76003,40.330903,0.06139,0.05408,0.083663,0.095805,0
3/10/2018 0:12,40.619956,38.977618,42.770292,40.331067,0.059517,0.070321,0.08445,0.099273,0
3/10/2018 0:13,40.616313,38.968032,42.785024,40.32958,0.069933,0.065353,0.083645,0.099787,0
3/10/2018 0:13,40.627406,38.971999,42.797937,40.321142,0.061031,0.06131,0.083256,0.110549,0
3/10/2018 0:13,40.621611,38.969188,42.80969,40.324449,0.07012,0.064767,0.094813,0.108836,0
3/10/2018 0:13,40.638171,38.970843,42.819623,40.329084,0.061157,0.058632,0.08577,0.094492,0
3/10/2018 0:13,40.652083,38.972163,42.824422,40.318658,0.060479,0.067017,0.08735,0.10153,0
3/10/2018 0:13,40.66434,38.973323,42.838327,40.325113,0.060492,0.064471,0.079865,0.105232,0
3/10/2018 0:14,40.684874,38.978446,42.857198,40.323621,0.068673,0.067521,0.08798,0.099192,0
3/10/2018 0:14,40.7069,38.978942,42.870275,40.320478,0.064782,0.069849,0.095973,0.11287,0
3/10/2018 0:14,40.724456,38.976794,42.882028,40.325441,0.068446,0.06525,0.090956,0.109849,0
3/10/2018 0:14,40.742343,38.980098,42.898088,40.326269,0.067451,0.062704,0.082312,0.104383,0
3/10/2018 0:14,40.743335,38.980761,42.909177,40.320146,0.065951,0.056501,0.085133,0.095136,0
3/10/2018 0:14,40.754267,38.970843,42.923578,40.31849,0.061145,0.06425,0.088559,0.103082,0
3/10/2018 0:15,40.768508,38.968528,42.937482,40.315679,0.05225,0.06254,0.079574,0.097372,0
3/10/2018 0:15,40.789374,38.97613,42.942781,40.314023,0.064538,0.067439,0.088333,0.107673,0
3/10/2018 0:15,40.791362,38.974974,42.955362,40.308729,0.058455,0.064236,0.082323,0.094552,0
3/10/2018 0:15,40.808753,38.973651,42.959833,40.313032,0.067949,0.066126,0.088294,0.105397,0
3/10/2018 0:15,40.819682,38.986876,42.966947,40.305089,0.07945,0.065308,0.098482,0.105649,0
3/10/2018 0:15,40.83227,38.98572,42.975889,40.300454,0.073359,0.062581,0.083025,0.094332,0
3/10/2018 0:16,40.852641,38.986544,42.977212,40.29218,0.066098,0.063866,0.092078,0.101283,0
3/10/2018 0:16,40.849494,38.991507,42.986814,40.293172,0.064671,0.064057,0.08803,0.103754,0
3/10/2018 0:16,40.859099,38.987868,42.996415,40.288045,0.067888,0.065928,0.083523,0.113837,0
3/10/2018 0:16,40.868537,38.991339,43.01148,40.290525,0.065921,0.066439,0.084311,0.100897,0
3/10/2018 0:16,40.873008,38.992003,43.022569,40.29218,0.064758,0.06273,0.085235,0.09872,0
3/10/2018 0:17,40.88013,38.989524,43.02654,40.295656,0.058478,0.062058,0.087053,0.102078,0
3/10/2018 0:17,40.884105,38.98886,43.041604,40.286222,0.064462,0.063472,0.084894,0.100865,0
3/10/2018 0:17,40.897685,38.99002,43.034322,40.293172,0.066271,0.068913,0.090124,0.092475,0
3/10/2018 0:17,40.902983,38.983073,43.022237,40.283574,0.057899,0.057793,0.082428,0.094924,0
3/10/2018 0:17,40.907786,38.984729,43.012304,40.264547,0.063061,0.060817,0.085202,0.098095,0
3/10/2018 0:17,40.926669,38.991339,43.015451,40.264875,0.061365,0.059677,0.083596,0.098566,0
3/10/2018 0:18,40.942237,38.983901,43.022901,40.247999,0.056308,0.058327,0.084424,0.096043,0
3/10/2018 0:18,40.950351,38.988364,43.025052,40.246343,0.067718,0.05642,0.083003,0.090258,0
3/10/2018 0:18,40.964263,38.983737,43.032335,40.25081,0.065611,0.066306,0.09638,0.097377,0
3/10/2018 0:18,40.970225,38.992331,43.034982,40.254121,0.069395,0.061192,0.090082,0.099288,0
3/10/2018 0:18,40.971381,38.992499,43.032503,40.255777,0.058837,0.052093,0.080211,0.098844,0
3/10/2018 0:18,40.975524,38.993655,43.030019,40.25081,0.059466,0.056261,0.082163,0.085781,0
3/10/2018 0:19,40.981154,38.991339,43.032171,40.259084,0.068176,0.067243,0.086572,0.110412,0
3/10/2018 0:19,40.993411,38.992167,43.044256,40.255941,0.061165,0.066963,0.087702,0.113978,0
3/10/2018 0:19,40.99639,38.993987,43.05187,40.265703,0.063851,0.073025,0.087973,0.104886,0
3/10/2018 0:19,41.009475,38.993491,43.049219,40.264051,0.066504,0.060596,0.085338,0.095702,0
3/10/2018 0:19,41.014109,38.991507,43.048063,40.276296,0.057424,0.060381,0.081447,0.088938,0
3/10/2018 0:19,41.02471,38.992003,43.058488,40.270006,0.066465,0.065549,0.091173,0.115787,0
3/10/2018 0:20,41.021067,38.989852,43.056669,40.262891,0.061063,0.060024,0.08752,0.097122,0
3/10/2018 0:20,41.036135,38.989028,43.055509,40.263223,0.06377,0.063854,0.081352,0.100902,0
3/10/2018 0:20,41.041106,38.99002,43.064283,40.262063,0.05864,0.059858,0.085136,0.100679,0
3/10/2018 0:20,41.042598,38.986048,43.082658,40.2571,0.054161,0.050551,0.076492,0.0956,0
3/10/2018 0:20,41.04922,38.992331,43.087457,40.253953,0.06905,0.068438,0.088609,0.104985,0
3/10/2018 0:20,41.046073,38.994315,43.099542,40.266034,0.070865,0.063286,0.087837,0.100413,0
3/10/2018 0:21,41.046737,38.98754,43.107488,40.263223,0.060817,0.062591,0.088102,0.093258,0
3/10/2018 0:21,41.056342,38.986048,43.127023,40.265043,0.066174,0.058736,0.081925,0.092165,0
3/10/2018 0:21,41.067271,38.989688,43.125696,40.260576,0.060738,0.05679,0.095583,0.095551,0
3/10/2018 0:21,41.069426,38.98704,43.131822,40.265043,0.055397,0.058566,0.084369,0.095177,0
3/10/2018 0:21,41.082011,38.991671,43.13149,40.265375,0.069231,0.071334,0.091049,0.111602,0
3/10/2018 0:21,41.08615,38.997622,43.144403,40.267854,0.054846,0.069577,0.081111,0.099752,0
3/10/2018 0:22,41.10089,38.993323,43.153013,40.27646,0.064348,0.065815,0.090029,0.112584,0
3/10/2018 0:22,41.105861,38.985389,43.158475,40.275964,0.0633,0.06241,0.088866,0.102464,0
3/10/2018 0:22,41.105361,38.984729,43.163274,40.264379,0.07477,0.073261,0.092836,0.101093,0
3/10/2018 0:22,41.113974,38.986216,43.164766,40.268186,0.066228,0.058023,0.088515,0.091772,0
3/10/2018 0:22,41.130702,38.985057,43.168241,40.273149,0.054969,0.056955,0.084799,0.093962,0
3/10/2018 0:23,41.13037,38.982909,43.177179,40.271993,0.070942,0.067707,0.087108,0.100942,0
3/10/2018 0:23,41.118777,38.979438,43.183305,40.273813,0.065572,0.058892,0.087528,0.100505,0
3/10/2018 0:23,41.111655,38.978282,43.187444,40.27464,0.069095,0.056002,0.084783,0.089343,0
3/10/2018 0:23,41.112983,38.975306,43.18049,40.277288,0.068402,0.065163,0.081011,0.097871,0
3/10/2018 0:23,41.117453,38.981917,43.179826,40.284898,0.063347,0.064448,0.083712,0.10716,0
3/10/2018 0:23,41.113311,38.97795,43.185457,40.272985,0.068815,0.059179,0.086093,0.099406,0
3/10/2018 0:24,41.116954,38.972827,43.182641,40.273317,0.067744,0.058039,0.084261,0.101327,0
3/10/2018 0:24,41.122916,38.970015,43.183305,40.264875,0.062727,0.063914,0.083713,0.101055,0
3/10/2018 0:24,41.12921,38.972331,43.182477,40.25892,0.068811,0.070241,0.095091,0.113187,0
3/10/2018 0:24,41.127555,38.972495,43.179826,40.249982,0.07031,0.065247,0.09168,0.088918,0
3/10/2018 0:24,41.126891,38.966708,43.18165,40.244687,0.056588,0.060925,0.080844,0.106106,0
3/10/2018 0:24,41.130038,38.968692,43.170228,40.250478,0.064614,0.056195,0.082672,0.084765,0
3/10/2018 0:25,41.134181,38.968692,43.165758,40.246179,0.06083,0.054012,0.087959,0.09604,0
3/10/2018 0:25,41.136,38.962905,43.163438,40.248495,0.060239,0.058777,0.082316,0.097163,0
3/10/2018 0:25,41.134181,38.970015,43.175855,40.252962,0.060244,0.061197,0.083769,0.090504,0
3/10/2018 0:25,41.146434,38.959601,43.16493,40.26885,0.057848,0.06054,0.079527,0.098328,0
3/10/2018 0:25,41.144282,38.958277,43.160295,40.258424,0.066117,0.061088,0.083264,0.097605,0
3/10/2018 0:25,41.142627,38.961749,43.152845,40.251142,0.066464,0.06783,0.08555,0.105943,0
3/10/2018 0:26,41.139975,38.958773,43.157812,40.251142,0.059177,0.061497,0.085802,0.106318,0
3/10/2018 0:26,41.14627,38.958937,43.161619,40.246507,0.065374,0.06149,0.083061,0.102989,0
3/10/2018 0:26,41.133681,38.955302,43.159963,40.238897,0.059434,0.072091,0.083444,0.102509,0
3/10/2018 0:26,41.128878,38.95365,43.157976,40.24204,0.068407,0.058596,0.089832,0.105416,0
3/10/2018 0:26,41.122588,38.943896,43.175855,40.234098,0.059003,0.071019,0.081768,0.096849,0
3/10/2018 0:26,41.127555,38.947696,43.165758,40.227479,0.058695,0.059951,0.08472,0.095652,0
3/10/2018 0:27,41.132853,38.943068,43.165262,40.233434,0.067205,0.057069,0.082267,0.093595,0
3/10/2018 0:27,41.130038,38.948687,43.174531,40.219037,0.077359,0.06853,0.090112,0.104635,0
3/10/2018 0:27,41.136332,38.942904,43.170392,40.21639,0.064845,0.06483,0.080851,0.103514,0
3/10/2018 0:27,41.139811,38.938441,43.173372,40.217218,0.054306,0.061397,0.083449,0.090748,0
3/10/2018 0:27,41.127887,38.942241,43.174531,40.211923,0.06943,0.064294,0.08974,0.096519,0
3/10/2018 0:27,41.135009,38.931826,43.17188,40.208116,0.06393,0.059977,0.091273,0.105217,0
3/10/2018 0:28,41.140639,38.934802,43.172876,40.212419,0.061399,0.062834,0.090757,0.110369,0
3/10/2018 0:28,41.120765,38.929347,43.169233,40.196699,0.074902,0.070115,0.086822,0.104572,0
3/10/2018 0:28,41.111655,38.931662,43.166917,40.193059,0.059389,0.060985,0.081263,0.100535,0
3/10/2018 0:28,41.113974,38.928687,43.159303,40.195871,0.067721,0.070225,0.086693,0.100355,0
3/10/2018 0:28,41.111491,38.925544,43.151357,40.186937,0.079733,0.071407,0.086886,0.115632,0
3/10/2018 0:29,41.116954,38.92224,43.152349,40.186605,0.05434,0.063806,0.085505,0.103514,0
3/10/2018 0:29,41.115298,38.92108,43.14937,40.185777,0.059364,0.068531,0.093375,0.104551,0
3/10/2018 0:29,41.106192,38.915789,43.14755,40.177007,0.06599,0.053456,0.092688,0.094468,0
3/10/2018 0:29,41.104205,38.908519,43.152845,40.175847,0.065738,0.063957,0.080451,0.097245,0
3/10/2018 0:29,41.096751,38.912154,43.15632,40.161947,0.069333,0.062878,0.092487,0.101368,0
3/10/2018 0:29,41.085654,38.90174,43.147714,40.156652,0.070408,0.071009,0.08692,0.113925,0
3/10/2018 0:30,41.090625,38.898764,43.145894,40.157976,0.065862,0.06325,0.082279,0.101726,0
3/10/2018 0:30,41.093108,38.895457,43.138444,40.149042,0.066249,0.062624,0.094618,0.102663,0
3/10/2018 0:30,41.093108,38.890166,43.142911,40.152349,0.065244,0.071428,0.089946,0.105349,0
3/10/2018 0:30,41.087973,38.895457,43.149534,40.141427,0.071155,0.060176,0.093151,0.10456,0
3/10/2018 0:30,41.09294,38.896285,43.152513,40.140104,0.067525,0.070829,0.090168,0.106934,0
3/10/2018 0:30,41.099898,38.885539,43.15003,40.141263,0.060552,0.065352,0.09199,0.101126,0
3/10/2018 0:31,41.104533,38.884875,43.153341,40.144407,0.076801,0.064398,0.089957,0.103533,0
3/10/2018 0:31,41.111323,38.882067,43.155328,40.130838,0.065178,0.068234,0.086267,0.091355,0
3/10/2018 0:31,41.108344,38.875453,43.150857,40.124551,0.076766,0.065809,0.091083,0.10714,0
3/10/2018 0:31,41.103377,38.878264,43.149701,40.116773,0.061686,0.060324,0.085533,0.102387,0
3/10/2018 0:31,41.104865,38.876117,43.145231,40.110814,0.064308,0.067941,0.088389,0.096179,0
3/10/2018 0:31,41.10884,38.865371,43.145563,40.106347,0.059844,0.058915,0.087572,0.100035,0
3/10/2018 0:32,41.109008,38.875125,43.153509,40.100389,0.063875,0.059939,0.080008,0.113472,0
3/10/2018 0:32,41.109336,38.866858,43.139436,40.108663,0.060604,0.064971,0.084331,0.106566,0
3/10/2018 0:32,41.100394,38.867186,43.127519,40.100225,0.060661,0.05101,0.081525,0.099638,0
3/10/2018 0:32,41.090125,38.864543,43.121229,40.108003,0.057574,0.067135,0.092167,0.101506,0
3/10/2018 0:32,41.082839,38.86603,43.111791,40.114126,0.067175,0.052198,0.089574,0.093788,0
3/10/2018 0:32,41.080687,38.860575,43.10964,40.115945,0.071591,0.063533,0.087783,0.098443,0
3/10/2018 0:33,41.079032,38.85942,43.101694,40.118261,0.066274,0.061913,0.087348,0.102414,0
3/10/2018 0:33,41.081183,38.857436,43.093915,40.12058,0.070676,0.064352,0.080294,0.110097,0
3/10/2018 0:33,41.083834,38.851317,43.084978,40.12124,0.059747,0.059564,0.082884,0.104532,0
3/10/2018 0:33,41.085322,38.850657,43.083982,40.119256,0.064945,0.059741,0.079221,0.110075,0
3/10/2018 0:33,41.07754,38.842887,43.086133,40.101217,0.07034,0.065586,0.088783,0.098509,0
3/10/2018 0:34,41.082343,38.841731,43.078519,40.096914,0.066543,0.05951,0.0798,0.110175,0
3/10/2018 0:34,41.075221,38.848178,43.08183,40.102872,0.066961,0.061851,0.086305,0.094489,0
3/10/2018 0:34,41.074061,38.840407,43.079015,40.106843,0.057485,0.059033,0.075824,0.095976,0
3/10/2018 0:34,41.06959,38.83462,43.070409,40.093938,0.06671,0.066846,0.089885,0.110841,0
3/10/2018 0:34,41.067271,38.828833,43.069085,40.085828,0.060633,0.063879,0.084947,0.10622,0
3/10/2018 0:34,41.055346,38.830817,43.062795,40.078214,0.065338,0.057755,0.090645,0.097303,0
3/10/2018 0:35,41.061808,38.830817,43.061471,40.068948,0.063516,0.06406,0.086131,0.098493,0
3/10/2018 0:35,41.055018,38.827513,43.03697,40.063489,0.068456,0.05652,0.087849,0.106978,0
3/10/2018 0:35,41.054023,38.82305,43.025216,40.059018,0.069881,0.062202,0.085764,0.101836,0
3/10/2018 0:35,41.056838,38.819579,43.01843,40.052236,0.072303,0.061421,0.089301,0.10496,0
3/10/2018 0:35,41.05485,38.815608,43.009656,40.051408,0.065068,0.056691,0.081173,0.098455,0
3/10/2018 0:35,41.053527,38.821231,43.011808,40.042306,0.068649,0.06739,0.089016,0.120154,0
3/10/2018 0:36,41.049552,38.821067,43.002374,40.037507,0.069637,0.064747,0.088737,0.106217,0
3/10/2018 0:36,41.046073,38.817923,43.000223,40.037671,0.064359,0.058261,0.08769,0.101226,0
3/10/2018 0:36,41.028518,38.807841,43.002374,40.034696,0.072205,0.061828,0.086944,0.103844,0
3/10/2018 0:36,41.028685,38.80503,43.000883,40.024602,0.065728,0.063367,0.090362,0.092421,0
3/10/2018 0:36,41.022723,38.804038,42.988138,40.013677,0.060644,0.069577,0.085339,0.11606,0
3/10/2018 0:36,41.017424,38.798251,42.971914,40.005571,0.069181,0.058113,0.088493,0.096531,0
3/10/2018 0:37,41.004504,38.801226,42.968107,39.995641,0.071637,0.06094,0.086781,0.102837,0
3/10/2018 0:37,40.998874,38.793292,42.965459,39.990346,0.069557,0.059475,0.087098,0.109837,0
3/10/2018 0:37,41.003844,38.791144,42.964136,39.979589,0.060187,0.060509,0.088636,0.095736,0
3/10/2018 0:37,40.994071,38.789984,42.95321,39.980585,0.058665,0.071435,0.081544,0.108488,0
3/10/2018 0:37,40.997714,38.787009,42.942945,39.974958,0.066921,0.060699,0.089508,0.102538,0
3/10/2018 0:37,40.99639,38.787177,42.938974,39.971483,0.061295,0.06511,0.090169,0.100934,0
3/10/2018 0:38,40.986453,38.78387,42.92904,39.980749,0.074997,0.067076,0.089055,0.093337,0
3/10/2018 0:38,40.987613,38.78387,42.913648,39.977437,0.072808,0.061128,0.086299,0.09601,0
3/10/2018 0:38,40.979167,38.777255,42.907853,39.971483,0.060751,0.05373,0.082931,0.09078,0
3/10/2018 0:38,40.98165,38.783706,42.911661,39.955926,0.061645,0.071335,0.094271,0.100448,0
3/10/2018 0:38,40.987281,38.774943,42.896928,39.951127,0.069094,0.061751,0.093079,0.102552,0
3/10/2018 0:38,40.994403,38.772464,42.885339,39.939214,0.069251,0.065287,0.086324,0.102152,0
3/10/2018 0:39,41.001525,38.774775,42.871435,39.938054,0.068086,0.060639,0.090967,0.103819,0
3/10/2018 0:39,41.008479,38.773455,42.859022,39.923326,0.06128,0.055213,0.080395,0.093199,0
3/10/2018 0:39,41.006491,38.766513,42.853887,39.938386,0.063443,0.057728,0.078616,0.093553,0
3/10/2018 0:39,41.004172,38.763865,42.845281,39.925645,0.058668,0.063524,0.084758,0.100628,0
3/10/2018 0:39,40.999701,38.759238,42.843957,39.927297,0.058789,0.060419,0.08738,0.108804,0
3/10/2018 0:40,40.985789,38.75907,42.829885,39.918695,0.061516,0.056839,0.080875,0.105082,0
3/10/2018 0:40,40.986121,38.757418,42.822271,39.907274,0.071714,0.066779,0.084815,0.0974,0
3/10/2018 0:40,40.967078,38.74932,42.817304,39.904794,0.063337,0.059194,0.084076,0.097969,0
3/10/2018 0:40,40.96575,38.748656,42.822603,39.895528,0.064395,0.065811,0.088148,0.10633,0
3/10/2018 0:40,40.962275,38.742045,42.809194,39.893045,0.067384,0.065017,0.096671,0.112546,0
3/10/2018 0:40,40.964263,38.737746,42.806379,39.890729,0.067508,0.057144,0.085407,0.096864,0
3/10/2018 0:41,40.959128,38.742209,42.789495,39.885103,0.060896,0.058634,0.087552,0.101391,0
3/10/2018 0:41,40.957473,38.735762,42.785192,39.870538,0.062636,0.06737,0.090381,0.108491,0
3/10/2018 0:41,40.950846,38.729811,42.769132,39.859784,0.06123,0.064733,0.095499,0.105924,0
3/10/2018 0:41,40.941241,38.729316,42.754568,39.858129,0.05895,0.063977,0.087553,0.104056,0
3/10/2018 0:41,40.938426,38.728324,42.740331,39.85515,0.070048,0.065318,0.090627,0.107439,0
3/10/2018 0:41,40.938262,38.715926,42.734701,39.857301,0.064485,0.062599,0.083641,0.102092,0
3/10/2018 0:42,40.921038,38.708651,42.731061,39.842409,0.066838,0.062315,0.086809,0.105966,0
3/10/2018 0:42,40.911929,38.701541,42.720632,39.839265,0.069925,0.061112,0.09548,0.114503,0
3/10/2018 0:42,40.898181,38.693606,42.719308,39.838601,0.061938,0.064855,0.092718,0.109948,0
3/10/2018 0:42,40.900336,38.698401,42.710039,39.840589,0.071098,0.063692,0.0876,0.101612,0
3/10/2018 0:42,40.898181,38.69245,42.703084,39.836286,0.064244,0.065004,0.082193,0.101565,0
3/10/2018 0:42,40.898513,38.688151,42.694147,39.836782,0.070922,0.0686,0.089859,0.105027,0
3/10/2018 0:43,40.890235,38.681868,42.678918,39.824041,0.065644,0.063408,0.088673,0.106013,0
3/10/2018 0:43,40.882781,38.68286,42.674116,39.813447,0.072436,0.066923,0.094197,0.103102,0
3/10/2018 0:43,40.876982,38.686827,42.665841,39.815931,0.058411,0.060191,0.081087,0.095404,0
3/10/2018 0:43,40.874335,38.676745,42.654416,39.815103,0.078588,0.064744,0.087506,0.104642,0
3/10/2018 0:43,40.858931,38.678561,42.652433,39.804345,0.073581,0.070239,0.089543,0.102267,0
3/10/2018 0:43,40.864894,38.668147,42.633561,39.792764,0.064697,0.065564,0.09045,0.116393,0
3/10/2018 0:44,40.857444,38.663352,42.626275,39.787633,0.068807,0.062426,0.08762,0.100289,0
3/10/2018 0:44,40.847506,38.672446,42.619325,39.772245,0.055559,0.053397,0.078497,0.087299,0
